时间,茅山头O3,茅山头CO,茅山头NO2,NO,2m温度℃,紫外线辐射J/m²,气压pa,相对湿度%,边界层高度m,风速m/s,茅山头PM2.5,茅山头SO2,CH₂O,异戊二烯,乙烷,丙烷,正丁烷,异丁烷,乙烯,丙醛,丙烯,甲苯,间、对-二甲苯,丙酮
2023-04-25 01:00:00,76,0.4,10,0.023129004,12.13809204,0,100901.9141,86.67006683,467.5579834,2.594543695,14,8,4.48774684,0,2.833,0.276,0.274,0.341,0.402,0.524,0.13,0.264,0.068,1.046
2023-04-25 02:00:00,75,0.5,10,0.020795229,12.19845581,0,100817.3594,86.20874786,452.6641541,2.384253025,18,9,4.568372333,0,2.692,0.312,0.375,0.433,0.539,0.582,0.207,0.21,0.101,1.117
2023-04-25 03:00:00,72,0.5,12,0.025253321,12.28546143,0,100835.0156,84.9289856,460.2277222,2.364905596,18,11,4.679928831,0,2.71,0.344,0.334,0.389,0.59,0.542,0.243,0.206,0.078,1.042
2023-04-25 04:00:00,64,0.5,12,0.029711414,12.16119385,0,100827.0234,83.57351685,491.9767761,2.178700447,19,8,4.791485329,0,2.564,0.148,0.29,0.339,0.512,0.56,0.115,0.268,0.061,1.047
2023-04-25 05:00:00,58,0.4,11,0.034169506,12.25982666,0,100806.0938,83.51797485,477.4618225,1.876541376,25,9,4.903041827,0,2.844,0.21,0.336,0.345,0.74,0.643,0.086,0.676,0.075,1.261
2023-04-25 06:00:00,43,0.5,19,0.542481125,12.51025391,120,100843.2734,84.04974365,490.6115723,1.654114366,26,10,5.002063517,0,2.642,0.497,0.339,0.374,0.659,0.775,0.228,0.754,0.082,1.465
2023-04-25 07:00:00,35,0.5,21,1.050792743,12.64776611,6112,100863.6016,86.18494415,388.3121643,1.543076873,27,10,5.101085208,0.026,2.955,0.22,0.59,0.56,1.206,1.099,0.15,0.31,0.111,2.096
2023-04-25 08:00:00,44,0.6,25,1.559104362,12.6701355,11888,100910.5469,87.85112762,375.384613,2.016885042,22,10,5.200106898,0.027,2.91,0.249,0.448,0.449,1.167,0.785,0.095,0.38,0.102,1.564
2023-04-25 09:00:00,37,0.6,24,1.79442327,12.53912354,31600,100902.0156,88.87781525,403.2869568,2.051069975,25,10,5.202527367,0.018,2.853,0.233,0.361,0.407,0.749,0.61,0.053,0.281,0.101,1.215
2023-04-25 10:00:00,36,0.6,24,2.029742177,13.46264648,33720,100925.3438,88.35031128,487.6913452,2.553094387,20,9,5.204947835,0.02,2.735,0.343,0.446,0.475,0.955,0.776,0.16,0.378,0.332,1.498
2023-04-25 11:00:00,33,0.6,24,2.265061084,13.12304688,40736,100920.5156,86.26570892,586.1032715,2.621464252,12,9,5.207368304,0,2.648,0.555,0.455,0.412,1.331,0.531,0.293,0.294,0.12,1.069
2023-04-25 12:00:00,33,0.7,23,2.571375717,13.06771851,76144,100872.6484,82.15284729,637.2077026,2.76601243,11,9,5.238164704,0,3.228,0.699,0.496,0.598,1.381,0.536,0.651,0.254,0.159,1.132
2023-04-25 13:00:00,,,,2.877690349,14.23800659,137824,100783.9844,77.89813232,712.2246094,3.106968641,,,5.268961104,0.012,3.471,0.787,0.532,0.637,1.45,0.716,0.312,0.255,0.149,1.41
2023-04-25 14:00:00,40,0.7,,3.184004981,14.33895874,96800,100699.9609,76.23978424,759.4997559,3.10512352,28,,5.299757504,0,2.936,0.184,0.463,0.55,1.099,0.821,0.108,0.237,0.143,1.457
2023-04-25 15:00:00,51,0.6,20,2.829871467,14.6706543,106560,100685.1016,73.88072205,822.4379272,3.389292002,22,11,4.906739226,0.019,2.975,0.373,0.357,0.38,0.556,0.549,0.204,0.192,0.075,1.073
2023-04-25 16:00:00,68,0.5,8,2.475737953,15.10180664,90976,100637.5625,72.86448669,893.7039185,3.548962593,17,9,4.513720948,0,2.674,0.778,0.325,0.318,0.459,0.577,0.203,0.158,0.058,1.058
2023-04-25 17:00:00,71,0.5,8,2.121604439,14.93505859,67112,100656.5703,71.57950592,892.5209351,3.429183006,13,9,4.12070267,0,2.642,0.89,0.284,0.357,0.363,0.584,0.254,0.157,0.054,1.096
2023-04-25 18:00:00,71,0.5,11,1.420685711,13.2930603,33832,100746.6563,76.86563873,735.3800659,2.96690917,17,7,4.013518643,0.019,2.452,0.769,0.252,0.333,0.757,0.539,0.244,0.202,0.061,0.981
2023-04-25 19:00:00,65,0.5,13,0.719766983,13.1206665,6728,100730.1328,77.92500305,622.2612305,2.026760578,20,7,3.906334617,0,2.604,0.435,0.304,0.203,0.76,0.646,0.243,0.125,0.048,2.033
2023-04-25 20:00:00,68,0.4,11,0.018848255,13.87002563,0,100757.1563,78.5500412,390.6528015,1.799832582,20,7,3.799150591,0,2.413,0.407,0.3,0.344,0.625,0.579,0.248,0.125,0.047,1.635
2023-04-25 21:00:00,61,0.4,18,0.01969146,13.79345703,0,100818.7422,79.06793976,285.2165527,1.795107841,22,7,3.631161841,0,2.673,0.722,0.395,0.362,0.646,0.696,0.245,0.152,0.053,1.825
2023-04-25 22:00:00,48,0.4,31,0.020534665,13.17367554,0,100830.3281,79.9041214,176.8536377,1.922066092,22,8,3.463173092,0,2.79,0.351,0.267,0.263,0.528,0.587,0.078,0.126,0.039,1.154
2023-04-25 23:00:00,55,0.4,26,0.02137787,11.80215454,0,100809.6406,80.95149994,129.3026886,1.739640117,18,9,3.295184342,0,2.834,0.338,0.37,0.291,0.468,0.594,0.121,0.115,0.044,1.185
2023-04-26 00:00:00,32,0.5,35,0.049400115,11.76602173,0,100855.2969,81.67261505,117.665184,1.851716995,19,9,3.27676086,0.044,2.906,0.713,0.782,0.681,0.903,1.013,0.272,0.206,0.083,
2023-04-26 01:00:00,11,0.5,52,0.077422361,11.95751953,0,100827.1875,82.71561432,100.6446838,1.659002781,16,8,3.258337377,0,2.729,0.476,0.385,0.382,0.557,0.476,0.123,0.136,0.047,1.342
2023-04-26 02:00:00,26,0.4,26,0.105444606,12.98419189,0,100792.5313,84.05702209,79.57350159,1.300474524,20,6,3.239913895,0,2.35,0.426,0.248,0.227,0.4,0.469,0.142,0.117,0.035,1.192
2023-04-26 03:00:00,34,0.4,20,0.187067338,13.56942749,0,100783.0625,85.4599762,71.47166443,1.247434258,17,6,3.248948815,0,2.858,0.376,0.452,0.368,0.599,0.433,0.133,0.129,0.048,0.902
2023-04-26 04:00:00,7,0.4,45,0.26869007,13.18121338,0,100743.7344,86.86625671,67.7976532,1.102972627,16,7,3.257983735,0,2.494,0.279,0.295,0.274,0.32,0.424,0.17,0.119,0.036,0.836
2023-04-26 05:00:00,34,0.4,20,0.350312803,13.39312744,0,100797.4297,88.83626556,63.46525574,1.198205829,22,8,3.267018656,0,2.712,0.513,0.376,0.405,0.642,0.403,0.182,0.135,0.046,0.976
2023-04-26 06:00:00,8,0.5,37,0.916555261,14.34667969,1400,100836.2813,91.96048737,58.58198166,0.726914346,21,9,3.337847829,0,2.771,0.411,0.611,0.538,1.236,0.437,0.501,0.248,0.072,0.938
2023-04-26 07:00:00,6,0.5,40,1.482797719,12.87692261,34296,100866.6016,92.99222565,27.23796463,0.394520044,23,6,3.408677003,0,3.148,0.447,0.519,0.479,1.08,0.598,0.269,0.211,0.07,1.153
2023-04-26 08:00:00,19,0.5,36,2.049040177,12.20391846,90792,100943.1641,95.95393372,110.4490662,0.391015381,19,9,3.479506177,0,2.646,0.399,0.646,0.625,0.951,0.55,0.268,0.231,0.072,1.134
2023-04-26 09:00:00,34,0.5,36,1.853935487,12.36611938,168672,100961.7813,86.98312378,254.2472687,0.285350293,22,14,3.618758001,0.031,2.729,0.58,0.356,0.425,0.639,0.54,0.122,0.145,0.056,1.058
2023-04-26 10:00:00,78,0.4,19,1.658830797,17.20504761,241560,100962.2734,77.23788452,486.9457703,0.334063441,18,10,3.758009825,0,2.612,0.339,0.207,0.278,0.502,0.693,0.149,0.103,0.031,1.19
2023-04-26 11:00:00,109,0.4,5,1.463726107,17.68734741,329808,100961.8359,68.67424011,783.8956909,0.59463048,20,9,3.897261649,0,3.185,0.44,0.355,0.356,0.365,0.83,0.194,0.101,0.023,1.518
2023-04-26 12:00:00,116,0.5,9,1.39606387,17.93292236,381344,100890.7656,60.52092743,1089.215942,1.28175807,16,9,3.697050033,0.026,3.32,1.152,0.761,0.763,0.52,0.899,0.285,0.141,0.046,1.686
2023-04-26 13:00:00,124,0.5,17,1.328401633,20.96469116,385728,100825.875,56.63394928,1209.522583,1.373763561,15,10,3.496838417,0.108,4.788,2.251,1.855,1.464,0.593,1.217,0.483,0.288,0.119,2.605
2023-04-26 14:00:00,137,0.5,15,1.260739396,21.10580444,363168,100719.3281,54.59811401,1255.221313,1.310991049,13,12,3.296626801,0,3.192,0.98,0.333,0.412,0.662,0.889,0.29,0.15,0.036,1.59
2023-04-26 15:00:00,124,0.5,8,1.186767311,21.06454468,308432,100641.8438,52.78063583,1266.767822,1.66029191,13,10,3.220695817,0.027,3.491,1.336,0.701,0.602,0.583,0.872,0.244,0.18,0.037,1.653
2023-04-26 16:00:00,132,0.5,9,1.112795227,21.57232666,226888,100550.0234,52.19884109,1239.926758,1.532042265,16,10,3.144764833,0.034,3.555,1.304,0.621,0.556,0.412,0.9,0.266,0.193,0.065,1.707
2023-04-26 17:00:00,124,0.5,12,1.038823143,21.74624634,145840,100536.1875,53.13061523,1187.38562,1.401694417,9,9,3.068833848,0.03,3.553,1.235,0.325,0.426,0.436,0.858,0.15,0.155,0.123,1.54
2023-04-26 18:00:00,114,0.5,11,0.698288251,17.96377563,65368,100548.7813,52.28214264,154.6419067,0.465236306,14,8,3.069805113,0.041,3.594,1.055,0.526,0.645,1.272,0.809,0.369,0.195,0.118,1.462
2023-04-26 19:00:00,96,0.6,20,0.357753359,19.08081055,12240,100506.5469,54.79035568,55.22927475,1.055942297,15,8,3.070776377,0.06,4.125,1.648,0.991,1.239,1.613,0.888,0.468,0.213,0.126,1.643
2023-04-26 20:00:00,94,0.6,16,0.017218467,18.96401978,0,100529.7969,58.58939743,49.05249023,1.517326713,21,7,3.071747642,0.025,3.65,1.106,0.345,0.423,0.515,0.82,0.188,0.115,0.048,2.352
2023-04-26 21:00:00,75,0.5,22,0.042708987,18.76950073,0,100567.1484,63.39296341,76.79673004,1.634370208,18,7,3.16317202,0,3.298,1.295,0.512,0.459,0.71,0.923,0.297,0.148,0.067,1.908
2023-04-26 22:00:00,54,0.6,33,0.068199506,18.03585815,0,100574.0078,68.36225128,74.36417389,1.74588716,18,8,3.254596398,0,3.872,1.375,0.472,0.497,0.979,0.913,0.294,0.139,0.052,1.596
2023-04-26 23:00:00,50,0.5,35,0.093690026,16.17758179,0,100617.0313,71.93267822,63.38277054,1.818127871,19,9,3.346020776,0,3.213,1.496,0.542,0.784,0.856,0.799,0.375,0.126,0.064,1.559
2023-04-27 00:00:00,50,0.5,30,0.121919371,16.3119812,0,100575.9141,74.91458893,57.61952591,1.713202357,20,9,3.449253427,0.02,3.287,1.46,0.482,0.65,0.412,0.814,0.239,0.128,0.087,1.58
2023-04-27 01:00:00,47,0.5,34,0.150148715,15.50006104,0,100511.7656,77.85084534,66.90089417,1.894400358,20,8,3.552486078,0,3.804,1.478,0.651,0.738,0.861,0.9,0.27,0.215,0.075,1.624
2023-04-27 02:00:00,47,0.6,31,0.178378059,15.00640869,0,100508.0313,81.09580231,65.02887726,1.71789372,16,8,3.655718729,0.038,4.729,2.547,1.989,2.077,1.45,0.913,0.773,0.684,0.236,1.997
2023-04-27 03:00:00,42,0.6,30,0.212028435,14.42123413,0,100458.5391,85.90034485,66.40631104,1.62325573,18,8,3.734069196,0.027,4.269,2.015,1.054,1.182,0.873,0.916,0.347,0.378,0.122,1.681
2023-04-27 04:00:00,40,0.6,25,0.24567881,13.46432495,0,100460.3906,89.8089447,68.24102783,1.511734009,18,10,3.812419664,0,3.364,1.566,0.839,0.896,0.932,1.026,0.251,0.616,0.102,1.794
2023-04-27 05:00:00,33,0.6,24,0.279329186,13.4480896,0,100473.9141,91.96139526,72.70297241,1.576297045,26,10,3.890770131,0,3.43,1.424,0.63,0.608,1.037,0.933,0.237,0.495,0.077,1.706
2023-04-27 06:00:00,23,0.6,28,0.811041597,17.44927979,1688,100456.9688,94.28353119,77.98820496,1.721446991,26,9,4.159626466,0.029,4.123,1.618,0.925,0.962,1.236,1.115,0.455,0.695,0.115,2.083
2023-04-27 07:00:00,21,0.7,34,1.342754009,17.88949585,37712,100517.25,92.46898651,114.7172852,1.852021694,24,7,4.428482801,0.027,3.496,1.767,0.75,0.877,1.526,0.949,0.384,0.807,0.104,1.866
2023-04-27 08:00:00,30,0.6,37,1.87446642,17.6730957,101496,100516.875,83.51204681,430.6146545,2.279608727,25,9,4.697339136,0.03,3.452,1.538,0.721,0.671,1.046,1.018,0.377,0.316,0.04,1.906
2023-04-27 09:00:00,52,0.6,37,1.712386127,17.12652588,182904,100566.7344,74.38548279,699.6817017,2.705494881,24,11,4.881827408,0.048,4.22,1.831,0.985,0.936,1.145,0.974,0.578,0.24,0.091,1.924
2023-04-27 10:00:00,72,0.6,29,1.550305835,20.86984253,257856,100573.5313,68.75140381,882.4594116,3.247972488,29,12,5.06631568,0.05,3.737,1.484,0.768,0.817,0.755,0.926,0.373,0.241,0.067,1.855
2023-04-27 11:00:00,94,0.6,20,1.388225542,20.80062866,267968,100516.3594,65.16706085,933.2406006,4.034446239,22,11,5.250803952,0.05,3.35,1.707,0.851,0.977,0.941,0.998,0.428,0.312,0.1,2.002
2023-04-27 12:00:00,106,0.5,13,1.333054267,20.7796936,362152,100432.9375,63.22308731,963.4498901,4.131273746,17,10,5.164715276,0.027,3.258,0.919,0.33,0.346,0.24,0.868,0.133,0.227,0,1.479
2023-04-27 13:00:00,106,0.5,5,1.277882992,21.26177979,285752,100392.3438,61.83038712,1039.850342,3.840029478,8,10,5.0786266,0.018,2.758,0.875,0.267,0.405,0.368,0.766,0.146,0.154,0.045,1.354
2023-04-27 14:00:00,107,0.5,6,1.222711717,21.04058838,199712,100329.7188,60.51337051,1075.596313,3.474329948,7,8,4.992537924,0,2.844,1.132,0.241,0.308,0.286,0.765,0.205,0.158,0.042,1.388
2023-04-27 15:00:00,110,0.5,8,1.108493772,21.36483765,205648,100277.4844,63.20441437,1030.405396,3.121828556,7,10,4.736716922,0.046,3.116,1.025,0.284,0.406,0.428,0.847,0.178,0.181,0.057,1.564
2023-04-27 16:00:00,110,0.6,11,0.994275827,20.94116211,108136,100224.2813,65.09475708,845.5878906,2.112610817,13,9,4.48089592,0.057,2.975,1.418,0.445,0.747,1.088,0.99,0.42,0.28,0.078,1.82
2023-04-27 17:00:00,118,0.6,11,0.880057883,21.16885376,96776,100230.4531,69.5628891,625.2598267,1.724111199,15,9,4.225074917,0.052,2.935,1.22,0.352,0.568,0.459,1.012,0.197,0.266,0.078,1.718
2023-04-27 18:00:00,110,0.7,18,0.592320241,18.98898315,38368,100127.3281,72.32141876,384.3641663,1.85547173,20,10,4.081647148,0.041,3.506,1.556,0.697,0.894,0.919,1.065,0.329,0.311,0.104,1.876
2023-04-27 19:00:00,97,0.8,24,0.304582599,19.03521729,6384,100148.4219,74.47666931,176.8365479,1.809475422,22,7,3.938219379,0.05,4.388,2.924,1.539,1.883,1.96,1.173,0.723,0.476,0.155,2.17
2023-04-27 20:00:00,95,0.7,18,0.016844957,18.74240112,0,100208.6484,75.32634735,93.12024689,1.884570122,26,9,3.79479161,0.029,4.218,2.519,1.292,1.674,1.582,1.357,0.589,0.364,0.105,2.366
2023-04-27 21:00:00,54,0.7,51,0.041873896,18.7515564,0,100291.3125,76.81584167,51.0445137,1.615779996,32,11,4.117923406,0.025,3.883,2.129,1.197,1.359,1.339,1.057,0.398,0.328,0.111,1.915
2023-04-27 22:00:00,40,0.7,63,0.066902835,18.28149414,0,100289.7109,79.13816833,75.23709869,1.957251668,30,9,4.441055201,0.033,4.33,2.114,1.144,1.267,1.472,0.922,0.458,0.339,0.11,1.788
2023-04-27 23:00:00,28,0.7,64,0.091931774,17.38320923,0,100291.3594,81.67943573,76.89266205,2.011949301,28,11,4.764186997,0.026,4.161,2.002,1.038,1.093,1.246,0.881,0.416,0.316,0.116,1.938
2023-04-28 00:00:00,27,0.7,60,0.170832555,17.47775269,0,100285.7344,83.86325836,75.13497925,1.877061009,21,12,4.994752999,0.033,3.949,1.794,0.841,0.848,0.927,0.879,0.355,0.285,0.106,1.962
2023-04-28 01:00:00,30,0.7,53,0.249733335,17.14761353,0,100229.3125,86.32637024,72.23099518,1.275158167,21,11,5.225319001,0.057,4.13,1.964,1.165,1.059,0.973,0.944,0.518,0.383,0.157,2.005
2023-04-28 02:00:00,32,0.6,46,0.328634115,17.47720337,0,100237.5313,87.5103302,69.40981293,1.29160893,24,10,5.455885002,0.097,4.18,2.103,1.138,1.05,1.01,0.936,0.547,0.338,0.283,2.051
2023-04-28 03:00:00,10,0.7,59,0.365941285,17.83676147,0,100180.1875,89.43500519,65.79931641,1.600907207,24,9,5.837016336,0.104,4.345,4.18,1.691,1.563,1.209,0.819,0.689,0.399,0.304,2.079
2023-04-28 04:00:00,1,0.7,70,0.403248454,17.22491455,0,100181.875,90.82406616,73.66958618,1.375240684,29,11,6.21814767,0.041,4.822,5.567,2.082,2.036,0.935,0.843,0.989,0.484,0.301,2.099
2023-04-28 05:00:00,,0.7,69,0.440555624,16.99850464,0,100196.0781,91.4510498,70.90621948,1.780730247,23,10,6.599279004,0.049,4.714,4.881,2.304,2.165,1.568,0.938,0.825,0.586,0.333,2.3
2023-04-28 06:00:00,1,0.7,59,0.774947447,18.82348633,1256,100191.0469,93.9031601,77.27140045,1.365566015,26,9,6.785790447,0.035,4.04,2.639,1.759,1.546,1.029,1.233,0.525,0.862,0.212,2.633
2023-04-28 07:00:00,3,0.8,55,1.109339271,18.5256958,19360,100244.5625,94.03086853,101.0749054,1.549685478,20,9,6.97230189,0.056,4.529,2.901,1.893,1.549,1.459,1.02,0.654,0.836,0.229,2.329
2023-04-28 08:00:00,19,0.9,47,1.443731094,18.43878174,77488,100254.0625,93.28275299,185.9207306,1.627144337,26,11,7.158813332,0.059,4.521,3.921,2.682,2.814,1.934,1.5,0.959,0.826,0.248,2.979
2023-04-28 09:00:00,24,0.9,46,1.513257757,18.57061768,110120,100295.9688,88.8340683,327.390625,1.611071348,27,14,7.356452746,0.044,4.539,2.828,1.99,2.111,1.629,1.31,0.742,0.637,0.182,2.511
2023-04-28 10:00:00,35,0.7,43,1.582784421,20.95822144,184504,100348.5938,81.29746246,514.5488892,2.241616726,31,15,7.55409216,0.05,3.65,2.118,1.221,1.101,1.097,1.018,0.481,0.409,0.123,2.058
2023-04-28 11:00:00,41,0.7,40,1.652311084,21.33566284,227920,100315.4219,75.40026093,681.2385254,1.875819325,25,13,7.751731573,0.044,3.898,2.091,1.225,1.145,1.48,1.031,0.461,0.405,0.124,2.02
2023-04-28 12:00:00,45,0.7,41,1.69853494,21.37460327,292616,100270.0859,72.13800049,620.593811,1.154523134,24,12,7.704700693,0.03,3.832,1.797,1.142,1.172,1.131,1.09,0.45,0.398,0.128,2.078
2023-04-28 13:00:00,62,0.7,29,1.744758796,21.93405151,237640,100175.1484,70.41366577,569.3027344,0.492782623,23,12,7.657669812,0.032,3.363,2.277,1.111,1.24,0.715,1.135,0.396,0.412,0.135,2.221
2023-04-28 14:00:00,61,0.7,28,1.790982651,22.32827759,138240,100122.7656,69.77068329,595.9414063,0.404330373,24,12,7.610638932,0.04,3.52,1.821,0.955,1.1,1.086,1.139,0.439,0.495,0.168,2.031
2023-04-28 15:00:00,51,0.7,38,1.597709418,22.96166992,170000,100082.5781,69.80115509,617.6130981,0.879243016,21,11,7.420580611,0.038,2.899,1.672,0.532,0.562,0.761,0.993,0.258,0.339,0.129,1.744
2023-04-28 16:00:00,68,0.8,18,1.404436186,21.62084961,100680,100004.4375,68.87319946,665.0652466,1.164055943,22,9,7.230522291,0.051,3.407,1.703,0.662,0.748,0.778,1.004,0.224,0.348,0.12,1.74
2023-04-28 17:00:00,67,0.8,17,1.211162953,21.41744995,105040,100030.1641,69.68018341,555.697998,1.217384696,21,10,7.04046397,0.043,3.799,2.408,1.033,1.235,1.592,1.181,0.451,0.547,0.519,2.171
2023-04-28 18:00:00,44,0.9,34,0.818602829,20.78219604,37576,100149.7891,77.57252502,194.4973755,0.680396497,28,11,7.022886166,0.041,3.939,2.719,0.925,1.047,2.545,1.053,0.563,0.561,0.603,2.077
2023-04-28 19:00:00,22,1,55,0.426042706,20.37139893,6408,100168.8281,80.57266998,106.0064163,1.018043756,32,13,7.005308362,0.052,3.608,2.086,0.873,0.874,1.141,1.048,0.426,0.514,0.422,2.027
2023-04-28 20:00:00,26,1,54,0.033482582,20.23876953,0,100225.5781,82.85748291,133.7819824,1.538430214,41,13,6.987730558,0.023,3.667,1.647,0.712,0.726,1.65,1.082,0.374,0.411,0.246,1.911
2023-04-28 21:00:00,40,1,48,0.025238425,20.2428894,0,100306.5547,85.58338928,176.6833649,1.723590136,40,11,7.101499856,0,3.314,1.651,0.455,0.452,1.188,0.862,0.26,0.284,0.113,1.514
2023-04-28 22:00:00,47,1,27,0.016994268,19.81491089,0,100326.5547,86.87286377,202.1095734,1.717989922,39,11,7.215269155,0.019,3.043,1.553,0.507,0.579,0.996,0.999,0.267,0.285,0.123,1.991
2023-04-28 23:00:00,42,0.9,22,0.008750111,19.23086548,0,100339.6094,87.80219269,243.1235809,1.968510985,34,10,7.329038453,0,3.641,1.419,0.457,0.488,1.428,0.94,0.216,0.336,0.16,1.8
2023-04-29 00:00:00,44,1,22,0.00806415,19.09790039,0,100363.75,89.23299408,302.8905029,2.383358002,34,10,6.910526736,0.026,4.041,1.532,0.506,0.532,1.474,1.067,0.311,0.377,0.146,1.923
2023-04-29 01:00:00,50,0.9,25,0.007378189,19.02365112,0,100364.1797,89.32913208,500.5466309,3.014638901,33,9,6.492015018,0.017,4.069,1.525,0.366,0.374,0.945,0.848,0.212,0.311,0.051,1.474
2023-04-29 02:00:00,66,0.7,26,0.006692229,18.46728516,0,100387.2422,79.41684723,957.7750854,4.060343266,32,8,6.0735033,0,3.69,0.942,0.34,0.327,0.518,0.82,0.188,0.126,0.034,1.344
2023-04-29 03:00:00,75,0.6,14,0.006672998,18.05221558,0,100386.8125,70.68897247,1042.022217,3.388286352,29,9,5.596391475,0,3.507,0.864,0.242,0.279,0.584,0.671,0.246,0.124,0.034,1.158
2023-04-29 04:00:00,71,0.5,15,0.006653767,17.17941284,0,100453.5156,69.02886963,1003.427063,2.814791679,24,10,5.119279649,0,3.939,1.627,0.348,0.354,0.553,0.601,0.152,0.112,0.034,1.103
2023-04-29 05:00:00,69,0.4,16,0.006634536,16.89956665,0,100484.5391,66.9025116,953.5147095,3.036773443,28,9,4.642167823,0.019,4.334,1.762,0.43,0.316,0.54,0.6,0.2,0.106,0.029,1.048
2023-04-29 06:00:00,74,0.4,10,0.484056992,15.92147827,312,100642.4141,68.74222565,771.4142456,3.039478302,30,10,4.761275704,0.019,4.247,1.558,0.501,0.429,0.884,0.602,0.186,0.134,0.037,1.085
2023-04-29 07:00:00,65,0.4,14,0.961479448,16.10336304,5656,100697.5469,66.03852844,740.149292,2.453071356,38,9,4.880383585,0.022,5.175,1.268,0.62,0.463,0.836,0.615,0.227,0.202,0.05,1.169
2023-04-29 08:00:00,59,0.5,18,1.438901904,16.76733398,20664,100773.2188,62.1531601,635.2496338,1.714481473,39,8,4.999491466,0.03,4.629,1.52,0.744,0.623,0.915,0.623,0.188,0.174,0.047,1.149
2023-04-29 09:00:00,62,0.5,21,1.753476605,16.99908447,59320,100750.4844,63.22011566,647.3382568,1.479406834,42,9,5.232336055,0.021,4.499,0.978,0.92,0.714,1.177,0.631,0.366,0.193,0.05,1.215
2023-04-29 10:00:00,61,0.5,24,2.068051306,18.09591675,83976,100813.4844,52.38165283,979.2221069,1.742347598,40,9,5.465180645,0.039,4.473,1.368,0.972,0.736,0.993,0.634,0.219,0.182,0.058,1.281
2023-04-29 11:00:00,57,0.5,31,2.382626008,17.97906494,119368,100808.5469,49.37870026,1040.789429,1.576639652,41,8,5.698025234,0.024,4.37,1.417,0.895,0.772,1.001,0.622,0.235,0.203,0.059,1.21
2023-04-29 12:00:00,55,0.5,31,2.086333173,18.30963135,157992,100723.3125,45.64773178,1170.396118,2.000927925,41,8,5.233574181,0.035,4.25,1.064,0.648,0.577,1.079,0.686,0.294,0.224,0.057,1.279
2023-04-29 13:00:00,67,0.5,20,1.790040339,19.90390015,294656,100659.3438,44.24482346,1313.710938,1.673740983,46,11,4.769123128,0.026,3.116,1.278,0.46,0.388,0.509,0.606,0.395,0.116,0.027,1.127
2023-04-29 14:00:00,93,0.4,9,1.493747504,20.27325439,333968,100574.5938,42.1012764,1449.046021,1.447501421,55,10,4.304672075,0,3.394,1.488,0.387,0.285,0.388,0.608,0.258,0.128,0.023,1.093
2023-04-29 15:00:00,92,0.4,10,1.346465751,20.38793945,295328,100548.2813,39.54496384,1602.63147,1.56629622,63,11,3.985063283,0,2.635,0.672,0.193,0.226,0.475,0.578,0.212,0.1,0.024,1.039
2023-04-29 16:00:00,92,0.3,11,1.199183998,21.02505493,222976,100480.7266,37.45069885,1624.029297,1.38927567,65,9,3.66545449,0,2.675,0.663,0.148,0.209,0.639,0.58,0.198,0.174,0.025,1.08
2023-04-29 17:00:00,89,0.3,12,1.051902245,21.00097656,131336,100458.6094,36.39860916,1511.296875,1.192024112,53,9,3.345845698,0,2.72,0.697,0.124,0.233,0.58,0.55,0.161,0.167,0.026,1.008
2023-04-29 18:00:00,90,0.4,14,0.706942577,17.91903687,65584,100541.5547,40.78647614,459.1955261,0.667193532,47,10,3.334065999,0,2.96,0.587,0.22,0.296,0.631,0.561,0.223,0.269,0.082,1.033
2023-04-29 19:00:00,81,0.4,20,0.361982908,17.95101929,13712,100572.8516,45.17857361,169.3908691,1.521870017,41,11,3.322286299,0,2.878,0.914,0.416,0.616,1.111,0.596,0.265,0.859,0.498,1.104
2023-04-29 20:00:00,59,0.5,35,0.01702324,18.12960815,0,100607.0234,50.02688217,139.0131683,1.548647046,41,10,3.3105066,0.05,3.346,1.074,0.518,0.362,0.716,0.587,0.232,0.268,0.129,1.152
2023-04-29 21:00:00,,,,0.030658133,18.53961182,0,100666.8359,54.19586563,116.3549194,1.374540806,,,3.200703911,0,2.853,0.696,0.293,0.392,1.029,0.657,0.159,0.195,0.078,1.147
2023-04-29 22:00:00,29,0.5,46,0.044293027,17.67764282,0,100643.3906,58.67083359,80.13065338,1.078969598,43,10,3.090901221,0.035,3.063,0.856,0.536,0.481,1.211,0.83,0.197,0.199,0.102,4.301
2023-04-29 23:00:00,13,0.5,62,0.05792792,15.60864258,0,100603.1953,63.81737518,53.67114258,0.812342107,47,9,2.981098532,0,3.168,1.065,0.465,0.463,0.782,0.62,0.232,0.161,0.075,2.162
2023-04-30 00:00:00,25,0.5,51,0.121024309,15.37069702,0,100580.25,69.4120636,67.69745636,1.313998818,42,9,2.87093917,0,2.892,0.789,0.281,0.347,0.78,0.631,0.177,0.148,0.059,1.176
2023-04-30 01:00:00,20,0.5,50,0.184120699,14.67959595,0,100562.875,72.82649231,63.41819763,1.173285246,43,10,2.760779807,0,3.059,1.352,0.572,0.48,1.07,0.713,0.211,0.187,0.065,4.083
2023-04-30 02:00:00,14,0.5,56,0.247217088,14.64483643,0,100491.4922,75.0406723,54.86186981,1.059702396,40,7,2.650620445,0.018,3.037,1.222,0.531,0.362,1.019,0.699,0.267,0.187,0.062,3.161
2023-04-30 03:00:00,15,0.5,44,0.444869405,14.9258728,0,100454.7344,77.60888672,56.9940834,1.094196677,43,9,2.558517281,0,3.023,1.006,0.453,0.36,0.525,0.483,0.196,0.197,0.073,0.994
